1)
 0.000000e+0	0.000000e+0

 2.460000e+1	0.000000e+0

 3.000000e+1	7.100000e-22

 3.400000e+1	1.210000e-21

 4.000000e+1	1.780000e-21

 4.500000e+1	2.120000e-21

 5.000000e+1	2.420000e-21

 6.000000e+1	2.890000e-21

 7.000000e+1	3.130000e-21

 8.000000e+1	3.320000e-21

 9.000000e+1	3.440000e-21

 1.000000e+2	3.510000e-21

 1.500000e+2	3.460000e-21

 2.000000e+2	3.240000e-21

 3.000000e+2	2.900000e-21

 5.000000e+2	2.200000e-21

 7.000000e+2	1.800000e-21

 1.000000e+3	1.400000e-21
 
 
 2)


 2.458739e+1	0.000000e+0

 2.458800e+1	9.936770e-27

 2.462253e+1	3.491990e-24

 2.465891e+1	7.106710e-24

 2.469657e+1	1.084840e-23

 2.473554e+1	1.472170e-23

 2.477589e+1	1.873100e-23

 2.481766e+1	2.288130e-23

 2.486089e+1	2.717740e-23

 2.490565e+1	3.162440e-23

 2.495197e+1	3.622780e-23

 2.499993e+1	4.099290e-23

 2.504957e+1	4.694820e-23

 2.510095e+1	5.311430e-23

 2.515414e+1	5.949700e-23

 2.520920e+1	6.610410e-23

 2.526619e+1	7.294340e-23

 2.532519e+1	8.002300e-23

 2.538626e+1	8.735140e-23

 2.544948e+1	9.493740e-23

 2.551492e+1	1.029390e-22

 2.558265e+1	1.117450e-22

 2.565277e+1	1.208600e-22

 2.572535e+1	1.302960e-22

 2.580049e+1	1.400630e-22

 2.587826e+1	1.501740e-22

 2.595876e+1	1.606390e-22

 2.604210e+1	1.716410e-22

 2.612836e+1	1.832010e-22

 2.621766e+1	1.951660e-22

 2.631009e+1	2.075520e-22

 2.640577e+1	2.203740e-22

 2.650482e+1	2.336360e-22

 2.660734e+1	2.471690e-22

 2.671347e+1	2.611780e-22

 2.682333e+1	2.756790e-22

 2.693705e+1	2.906900e-22

 2.705476e+1	3.056810e-22

 2.717661e+1	3.205460e-22

 2.730274e+1	3.359350e-22

 2.743331e+1	3.518640e-22

 2.756846e+1	3.680790e-22

 2.770837e+1	3.845870e-22

 2.785319e+1	4.016760e-22

 2.800310e+1	4.193590e-22

 2.815827e+1	4.373600e-22

 2.831890e+1	4.559930e-22

 2.848518e+1	4.752810e-22

 2.865730e+1	4.965050e-22

 2.883547e+1	5.185980e-22

 2.901989e+1	5.414270e-22

 2.921080e+1	5.647180e-22

 2.940842e+1	5.888280e-22

 2.961299e+1	6.124290e-22

 2.982474e+1	6.357210e-22

 3.004393e+1	6.601840e-22

 3.027083e+1	6.869580e-22

 3.050570e+1	7.146730e-22

 3.074883e+1	7.433610e-22

 3.100049e+1	7.730530e-22

 3.126101e+1	8.011890e-22

 3.153067e+1	8.304970e-22

 3.180982e+1	8.623190e-22

 3.209877e+1	8.950620e-22

 3.239788e+1	9.285620e-22

 3.270750e+1	9.624100e-22

 3.302800e+1	9.971360e-22

 3.335976e+1	1.034290e-21

 3.370319e+1	1.070320e-21

 3.405868e+1	1.105870e-21

 3.442666e+1	1.142670e-21

 3.480758e+1	1.180760e-21

 3.520188e+1	1.220190e-21

 3.561004e+1	1.261000e-21

 3.603254e+1	1.302930e-21

 3.646989e+1	1.342290e-21

 3.692261e+1	1.383030e-21

 3.739123e+1	1.425210e-21

 3.787633e+1	1.468870e-21

 3.837847e+1	1.512170e-21

 3.889827e+1	1.556350e-21

 3.943632e+1	1.602090e-21

 3.999329e+1	1.649430e-21

 4.056983e+1	1.691030e-21

 4.116663e+1	1.734000e-21

 4.178440e+1	1.778480e-21

 4.242388e+1	1.824520e-21

 4.308584e+1	1.872180e-21

 4.377105e+1	1.921520e-21

 4.448035e+1	1.972590e-21

 4.521458e+1	2.024160e-21

 4.597460e+1	2.074320e-21

 4.676134e+1	2.126250e-21

 4.757572e+1	2.180000e-21

 4.841872e+1	2.235640e-21

 5.632146e+1	2.645500e-21

 7.000000e+1	3.130000e-21

 8.000000e+1	3.320000e-21

 9.000000e+1	3.440000e-21

 1.000000e+2	3.510000e-21

 1.500000e+2	3.460000e-21

 2.000000e+2	3.240000e-21

 3.000000e+2	2.900000e-21

 4.309677e+2	2.362320e-21

 5.000000e+2	2.200000e-21

 6.401824e+2	1.811600e-21

 9.568417e+2	1.357680e-21
